file	obj	ttot	ub
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_10.0.out	0	0	519
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_10.1.out	0	0	516
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_10.2.out	0	0	517
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_10.3.out	0	0	514
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_10.4.out	0	0	516
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_10.5.out	0	0	515
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_10.6.out	0	0	512
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_10.7.out	0	0	508
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_10.8.out	0	0	510
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_10.9.out	0	0	517
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_2.0.out	0	0	297
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_2.1.out	0	0	309
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_2.2.out	0	0	300
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_2.3.out	0	0	286
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_2.4.out	0	0	294
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_2.5.out	0	0	286
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_2.6.out	0	0	293
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_2.7.out	0	0	290
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_2.8.out	0	0	291
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_2.9.out	0	0	309
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_5.0.out	0	0	340
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_5.1.out	0	0	346
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_5.2.out	0	0	339
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_5.3.out	0	0	342
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_5.4.out	0	0	343
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_5.5.out	0	0	340
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_5.6.out	0	0	345
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_5.7.out	0	0	338
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_5.8.out	0	0	339
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_20_5.9.out	0	0	341
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_50_10.0.out	0	0	339
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_50_10.1.out	0	0	336
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_50_10.2.out	0	0	335
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_50_10.3.out	0	0	334
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_50_10.4.out	0	0	333
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_50_10.5.out	0	0	336
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_50_10.6.out	0	0	332
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_50_10.7.out	0	0	338
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_50_10.8.out	0	0	338
runs/gclcs-alg-0bs-0guidance-0-feas-0-ub-123/gclcs_10_1000_20_50_10.9.out	0	0	333
