2,100,20,2,20,40,5,40,43,100
2,100,50,2,100,90,98,70,99,100
2,100,20,5,0,90,0,40,90,100
2,100,50,5,20,70,34,50,79,100
2,100,20,10,10,100,0,100,100,100
2,100,50,10,20,30,1,50,30,100
2,500,20,2,0,30,0,0,30,0
2,500,50,2,80,100,7,60,100,60
2,500,20,5,0,10,0,0,10,0
2,500,50,5,10,100,0,50,100,20
2,500,20,10,0,70,0,60,70,50
2,500,50,10,0,100,0,30,100,40
2,1000,20,2,0,10,0,0,10,0
2,1000,50,2,90,100,0,90,100,70
2,1000,20,5,0,20,0,0,20,0
2,1000,50,5,0,100,0,50,100,30
2,1000,20,10,0,90,0,20,90,0
2,1000,50,10,10,100,0,30,100,20
5,100,20,2,10,80,3,40,80,100
5,100,50,2,40,40,73,50,84,100
5,100,20,5,30,100,0,100,100,100
5,100,50,5,10,70,6,30,70,100
5,100,20,10,90,100,0,100,100,100
5,100,50,10,10,90,0,100,90,100
5,500,20,2,0,0,0,0,0,0
5,500,50,2,40,100,1,10,100,0
5,500,20,5,0,100,0,90,100,0
5,500,50,5,50,90,0,0,90,0
5,500,20,10,20,90,0,100,90,10
5,500,50,10,0,70,0,100,70,0
5,1000,20,2,0,20,0,0,20,0
5,1000,50,2,30,100,0,0,100,0
5,1000,20,5,0,100,0,100,100,0
5,1000,50,5,0,100,0,0,100,0
5,1000,20,10,20,90,0,100,90,0
5,1000,50,10,0,60,0,60,60,0
10,100,20,2,50,100,2,90,100,100
10,100,50,2,20,70,63,30,89,100
10,100,20,5,80,100,0,100,100,100
10,100,50,5,0,90,7,100,90,100
10,100,20,10,100,50,0,100,50,100
10,100,50,10,60,100,3,100,100,100
10,500,20,2,0,80,0,0,80,0
10,500,50,2,10,100,0,0,100,0
10,500,20,5,10,100,0,100,100,0
10,500,50,5,0,50,0,0,50,0
10,500,20,10,100,80,0,100,80,20
10,500,50,10,0,70,0,100,70,0
10,1000,20,2,0,100,0,0,100,0
10,1000,50,2,20,100,0,0,100,0
10,1000,20,5,0,100,0,100,100,0
10,1000,50,5,0,40,0,0,40,0
10,1000,20,10,90,90,0,100,90,0
10,1000,50,10,0,90,0,100,90,0
