2,100,20,2,65.4,75.4,77.9,78.2,78.2,78.2
2,100,50,2,71.9,76.9,77.6,77.6,77.6,77.6
2,100,20,5,66.2,76.8,79.3,79.3,79.3,79.3
2,100,50,5,71,77.1,78.3,78.4,78.3,78.4
2,100,20,10,71.3,79.5,82.3,82.3,82.3,82.3
2,100,50,10,70.1,77.6,78.5,78.5,78.4,78.5
2,500,20,2,324.4,389.8,397.3,401.3,400.5,401.3
2,500,50,2,356.3,394.7,395.4,400.5,400.1,400.5
2,500,20,5,336.8,396.4,396.7,401.8,401.3,402
2,500,50,5,351.6,397,395.2,401.3,400.7,401.3
2,500,20,10,342.3,403.2,402.9,406.8,406.8,406.8
2,500,50,10,352.3,399.7,396.8,401.7,401.3,401.7
2,1000,20,2,652.8,787.1,783.9,804.5,802.5,804.8
2,1000,50,2,712.6,795.1,780.7,803.2,802.4,803.2
2,1000,20,5,654.6,798.9,785.7,808.3,806.6,808.3
2,1000,50,5,706.2,798.4,781.5,803.5,802.8,803.6
2,1000,20,10,686.6,808.4,793.8,813.8,812.6,813.8
2,1000,50,10,707.8,801.5,782.9,804.8,804.6,804.8
5,100,20,2,54,62.2,64,63.9,63.7,64
5,100,50,2,57.7,64,64.6,64.5,64.3,64.6
5,100,20,5,51.3,63.5,65.5,65.5,65,65.5
5,100,50,5,56.8,63.4,63.8,63.8,63.6,63.78
5,100,20,10,54.7,67.7,69.3,69.3,69.2,69.3
5,100,50,10,57.1,63.9,64.7,64.8,64.5,65
5,500,20,2,265.9,330.1,329.2,335.3,334.3,0 
5,500,50,2,292.5,332.2,328.2,334.4,334.5,0 
5,500,20,5,274.1,336.5,333.2,339.6,338.3,0 
5,500,50,5,291.1,334,329.6,335,335,0 
5,500,20,10,280.5,346.4,345.8,350,348.6,0 
5,500,50,10,294.8,336.9,332.3,338.1,337.9,0 
5,1000,20,2,546.9,666.3,653.6,674.6,673.4,0 
5,1000,50,2,588.9,673.7,656.7,677.8,677,0 
5,1000,20,5,547.4,674.9,658.1,680.2,678.3,0 
5,1000,50,5,595.2,675.4,658.3,678.1,677.4,0 
5,1000,20,10,562.8,692.1,670.5,697.4,695.8,0 
5,1000,50,10,596.1,681.1,660.1,682.4,682.4,0 
10,100,20,2,47.6,57.2,58.1,57.9,57.8,0 
10,100,50,2,51.2,57.4,57.8,57.8,57.5,0 
10,100,20,5,44.2,58.2,59.4,59.4,59.1,58.5
10,100,50,5,50.7,58,58.4,58.3,58.2,59.5
10,100,20,10,48.1,63,64,64,63.9,64
10,100,50,10,50.2,58.7,59.2,59.2,59.2,59
10,500,20,2,247.1,302.1,300,305.4,304.2,0 
10,500,50,2,267,301.7,297.5,303.2,302.8,0 
10,500,20,5,244.8,307.1,302.3,309.1,307.8,0 
10,500,50,5,269.8,304.5,299.8,305.1,304.8,0 
10,500,20,10,255.3,320.3,318.2,324.2,322.8,0 
10,500,50,10,268,308.5,303.5,308.6,308.6,0 
10,1000,20,2,500.3,609.6,595,615.6,613.4,0 
10,1000,50,2,543,612.5,595.6,614.9,614.1,0 
10,1000,20,5,504,618.9,601.4,622.4,620.1,0 
10,1000,50,5,542.9,614.2,596.8,616.2,615.6,0 
10,1000,20,10,512,644.8,619.3,649.1,647.1,0 
10,1000,50,10,545,621.2,598.8,622.1,622.4,0 
