                     index file runs obj_mean    obj_sd ttot_mean
2_100_12_10   2_100_12_10   10     40.4  2.011080      0.01
2_100_12_2     2_100_12_2   10     54.6  1.776388      0.02
2_100_12_20   2_100_12_20   10     41.0  1.490712      0.03
2_100_12_4     2_100_12_4   10     39.9  2.424413      0.02
2_100_12_50   2_100_12_50   10     40.1  2.078995      0.02
2_100_20_10   2_100_20_10   10     30.9  3.604010      0.03
2_100_20_2     2_100_20_2   10     53.0  1.054093      0.03
2_100_20_20   2_100_20_20   10     32.0  2.708013      0.02
2_100_20_4     2_100_20_4   10     35.7  1.636392      0.03
2_100_20_50   2_100_20_50   10     33.5  1.581139      0.01
2_100_4_10     2_100_4_10   10     62.6  2.065591      0.02
2_100_4_2       2_100_4_2   10     63.9  3.034981      0.01
2_100_4_20     2_100_4_20   10     61.9  2.282786      0.01
2_100_4_4       2_100_4_4   10     63.2  1.932184      0.01
2_100_4_50     2_100_4_50   10     60.9  2.183270      0.02
2_1000_12_10 2_1000_12_10   10    418.9  6.100091      2.67
2_1000_12_2   2_1000_12_2   10    544.3  5.100109      2.35
2_1000_12_20 2_1000_12_20   10    437.0  6.394442      2.21
2_1000_12_4   2_1000_12_4   10    413.2  5.977736      3.25
2_1000_12_50 2_1000_12_50   10    435.5  5.873670      1.01
2_1000_20_10 2_1000_20_10   10    317.7  8.152028      1.98
2_1000_20_2   2_1000_20_2   10    524.5  3.439961      1.54
2_1000_20_20 2_1000_20_20   10    348.3  7.379401      1.74
2_1000_20_4   2_1000_20_4   10    351.1  7.385421      1.81
2_1000_20_50 2_1000_20_50   10    355.4  4.971027      1.13
2_1000_4_10   2_1000_4_10   10    646.4  5.680376      3.30
2_1000_4_2     2_1000_4_2   10    652.5  8.488554      3.62
2_1000_4_20   2_1000_4_20   10    645.9  3.900142      1.20
2_1000_4_4     2_1000_4_4   10    642.5  6.222718      4.52
2_1000_4_50   2_1000_4_50   10    646.3  5.121849      0.47
2_2000_12_10 2_2000_12_10   10    839.0  9.273618     19.32
2_2000_12_2   2_2000_12_2   10   1093.6  8.342661     15.26
2_2000_12_20 2_2000_12_20   10    876.4  4.742245     20.38
2_2000_12_4   2_2000_12_4   10    818.6 12.553884     23.10
2_2000_12_50 2_2000_12_50   10    876.4  4.718757      7.60
2_2000_20_10 2_2000_20_10   10    636.9 10.093452     15.69
2_2000_20_2   2_2000_20_2   10   1055.5  5.212165     12.00
2_2000_20_20 2_2000_20_20   10    695.8  6.425643     14.65
2_2000_20_4   2_2000_20_4   10    704.1 15.722949     17.27
2_2000_20_50 2_2000_20_50   10    714.9  5.445691      7.82
2_2000_4_10   2_2000_4_10   10   1300.0  6.733003     26.03
2_2000_4_2     2_2000_4_2   10   1307.2 13.264824     27.23
2_2000_4_20   2_2000_4_20   10   1299.8  7.315129     11.39
2_2000_4_4     2_2000_4_4   10   1281.5 11.147994     28.44
2_2000_4_50   2_2000_4_50   10   1295.9  4.094712      3.60
2_500_12_10   2_500_12_10   10    207.1  5.043147      0.29
2_500_12_2     2_500_12_2   10    276.5  3.689324      0.25
2_500_12_20   2_500_12_20   10    215.3  2.110819      0.30
2_500_12_4     2_500_12_4   10    202.9  6.063552      0.32
2_500_12_50   2_500_12_50   10    216.0  3.231787      0.15
2_500_20_10   2_500_20_10   10    157.2  6.528570      0.21
2_500_20_2     2_500_20_2   10    264.9  2.846050      0.18
2_500_20_20   2_500_20_20   10    170.9  4.201851      0.20
2_500_20_4     2_500_20_4   10    175.5  2.953341      0.28
2_500_20_50   2_500_20_50   10    175.7  3.301515      0.15
2_500_4_10     2_500_4_10   10    320.9  3.928528      0.40
2_500_4_2       2_500_4_2   10    325.4  6.203941      0.39
2_500_4_20     2_500_4_20   10    323.0  2.943920      0.19
2_500_4_4       2_500_4_4   10    320.1  5.195083      0.49
2_500_4_50     2_500_4_50   10    319.3  3.860052      0.09
